"id_entri","versi_kbji","kode","kode_normalisasi","jumlah_digit","tingkat","kedalaman","urutan","kode_induk","nama_resmi","uraian_resmi","kode_golongan_pokok","nama_golongan_pokok","kode_subgolongan_pokok","nama_subgolongan_pokok","kode_golongan","nama_golongan","kode_subgolongan","nama_subgolongan","jalur_kode","jalur_nama","jumlah_anak_langsung","jumlah_jabatan_turunan","kelompok_sisa","nama_pencarian","halaman_pdf_mulai","halaman_pdf_selesai","halaman_cetak_mulai","halaman_cetak_selesai","status_validasi"
"E02734","2026","8182.99","818299","6","Jabatan","5","2734","8182","OPERATOR MESIN UAP DAN KETEL UAP LAINNYA","Jabatan ini mencakup operator mesin uap dan ketel uap lainnya dari
subgolongan ini.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8182","OPERATOR MESIN UAP DAN KETEL UAP","8 > 81 > 818 > 8182 > 8182.99","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN UAP DAN KETEL UAP > OPERATOR MESIN UAP DAN KETEL UAP LAINNYA","0","0","ya","operator mesin uap dan ketel uap lainnya","1022","1022","990","990","lolos_struktur_otomatis_belum_review_manual"
"E02735","2026","8183","8183","4","Subgolongan","4","2735","818","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","Operator mesin pengisian botol, pelabelan, dan pengemasan bertugas
mengoperasikan dan mengawasi mesin yang digunakan untuk menimbang,
mengemas, dan memberikan label berbagai produk atau mengisi berbagai
wadah dengan produk. Tugasnya meliputi mengoperasikan dan mengawasi
mesin yang digunakan untuk menimbang, membungkus, menyegel, dan
mengemas berbagai produk; mengoperasikan dan mengawasi mesin yang
digunakan untuk mengisi dan menyegel tabung, botol, kaleng, kotak, kantong,
dan kemasan lainnya dengan berbagai produk, seperti makanan, minuman, cat,
minyak, dan cairan pembersih; dan mengoperasikan dan mengawasi mesin yang
digunakan untuk melekatkan merek atau dengan cara lainnya terhadap label
produk, bungkusan, dan berbagai wadah lainnya. Contoh jabatan yang
diklasifikasikan di sini: - operator mesin pengisian botol - operator mesin
pelabelan - operator mesin pengemasan - operator mesin pembungkusan","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","8 > 81 > 818 > 8183","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","5","5","tidak","operator mesin pengisian botol pelabelan dan pengemasan","1023","1023","991","991","lolos_struktur_otomatis_belum_review_manual"
"E02736","2026","8183.01","818301","6","Jabatan","5","2736","8183","OPERATOR MESIN PENGISIAN BOTOL","Operator mesin pengisian botol bertugas mengoperasikan dan mengawasi
mesin yang digunakan untuk mengisi tabung, botol, kaleng, kotak, kantong, dan
kemasan lainnya dengan berbagai produk, seperti makanan, minuman, cat,
minyak, dan cairan pembersih. Tugasnya meliputi mengurutkan, menilai,
menimbang, memeriksa, memverifikasi, dan menyesuaikan berat atau
pengukuran produk untuk memenuhi spesifikasi yang ditentukan; mengamati
mesin untuk memastikan kualitas dan kesesuaian produk yang diisi sesuai
dengan standar; memuat dan mengurutkan kemasan yang masuk ke dalam
mesin serta menjaga ketersediaannya; menghidupkan mesin dan mengontrol
pergerakan mesin; menghentikan dan mengatur ulang mesin jika terjadi
malfungsi seperti kemacetan dan melaporkan kerusakan kepada supervisor;
mengatur aliran mesin, kecepatan, dan suhu; membersihkan atau
menghilangkan bahan yang tidak diinginkan agar tidak masuk ke dalam
kemasan; membersihkan minyak, dan melakukan perbaikan kecil pada mesin
dan peralatan.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","8 > 81 > 818 > 8183 > 8183.01","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN > OPERATOR MESIN PENGISIAN BOTOL","0","0","tidak","operator mesin pengisian botol","1023","1023","991","991","lolos_struktur_otomatis_belum_review_manual"
"E02737","2026","8183.02","818302","6","Jabatan","5","2737","8183","OPERATOR MESIN PELABELAN","Operator mesin pelabelan bertugas mengoperasikan dan mengawasi mesin yang
digunakan untuk melekatkan merek atau dengan cara lainnya terhadap label
produk, bungkusan, dan berbagai wadah lainnya. Tugasnya meliputi mengawasi
jalur produksi untuk memastikan masalah seperti tumpukan, urutan, atau lem
pada label yang tidak menempel dengan benar; memeriksa ketersediaan label
pada mesin; menghidupkan mesin dan mengontrol pergerakan mesin;
menghentikan dan mengatur ulang mesin jika terjadi malfungsi seperti
kemacetan dan melaporkan kerusakan kepada supervisor; mengatur aliran dan
kecepatan mesin; membersihkan minyak dan melakukan perbaikan kecil pada
mesin dan peralatan.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","8 > 81 > 818 > 8183 > 8183.02","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN > OPERATOR MESIN PELABELAN","0","0","tidak","operator mesin pelabelan","1023","1024","991","992","lolos_struktur_otomatis_belum_review_manual"
"E02738","2026","8183.03","818303","6","Jabatan","5","2738","8183","OPERATOR MESIN PENGEMASAN","Operator mesin pengemasan bertugas mengoperasikan dan mengawasi mesin
yang digunakan untuk mengemas berbagai produk. Tugasnya meliputi
memeriksa tumpukan dan mengurutkan produk untuk dikemas serta mengisi
kembali persediaan kemasan pada mesin; mengemas produk dalam bentuk yang
diinginkan dan menambahkan material yang diperlukan dalam kemasan untuk
menjaga produk seperti penyerap kelembapan; menghidupkan mesin dan
mengontrol pergerakan mesin; menghentikan dan mengatur ulang mesin jika
terjadi malfungsi seperti kemacetan dan melaporkan kerusakan kepada
supervisor; mengatur aliran dan kecepatan mesin; menumpuk produk yang
selesai dikemas dan memisahkan produk-produk yang rusak; memuat produk
yang selesai dikemas ke atas konveyor, hopper, spindle, atau perangkat lainnya.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","8 > 81 > 818 > 8183 > 8183.03","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN > OPERATOR MESIN PENGEMASAN","0","0","tidak","operator mesin pengemasan","1024","1024","992","992","lolos_struktur_otomatis_belum_review_manual"
"E02739","2026","8183.04","818304","6","Jabatan","5","2739","8183","OPERATOR MESIN PEMBUNGKUSAN","Operator mesin pembungkusan mengoperasikan dan mengawasi mesin yang
digunakan untuk membungkus produk sebelum siap dipasarkan. Tugasnya
meliputi memeriksa tumpukan dan mengurutkan produk untuk dibungkus serta
mengisi kembali persediaan seperti plastik, karton, dan kertas pembungkus pada
mesin; menghidupkan mesin dan mengontrol pergerakan mesin; menghentikan
dan mengatur ulang mesin jika terjadi malfungsi seperti kemacetan dan
melaporkan kerusakan kepada supervisor; mengamankan barang yang selesai
dikemas dengan mengikat, menjahit, mengelem, dan merapikan; memasang
label identifikasi untuk menyelesaikan proses pembungkusan seperti nomor lot
atau tujuan pengiriman; menghitung dan mencatat barang yang selesai
dibungkus dan memisahkan barang yang rusak.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","8 > 81 > 818 > 8183 > 8183.04","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN > OPERATOR MESIN PEMBUNGKUSAN","0","0","tidak","operator mesin pembungkusan","1024","1024","992","992","lolos_struktur_otomatis_belum_review_manual"
"E02740","2026","8183.99","818399","6","Jabatan","5","2740","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN LAINNYA","Jabatan ini mencakup operator mesin pengisian botol, pelabelan dan
pengemasan lainnya dari subgolongan ini.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8183","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","8 > 81 > 818 > 8183 > 8183.99","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN > OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN LAINNYA","0","0","ya","operator mesin pengisian botol pelabelan dan pengemasan lainnya","1024","1024","992","992","lolos_struktur_otomatis_belum_review_manual"
"E02741","2026","8189","8189","4","Subgolongan","4","2741","818","OPERATOR MESIN STASIONER YTDL","Operator mesin stasioner YTDL mencakup jabatan operator mesin stasioner
pada golongan 81 yang tidak diklasifikasikan di tempat lain, misalnya operator
mesin pembuat potongan/chip silikon dan kabel serta tali-temali sambungan.
Tugasnya meliputi menyiapkan mesin stasioner untuk produksi;
mengoperasikan mesin pembuat produk spesifik—chip silikon, kabel, dan tali-
temali; memantau kinerja mesin dan kualitas produk; serta merawat dan
membersihkan mesin. Contoh jabatan yang diklasifikasikan di sini
- operator mesin produksi cip silikon; dan
- operator mesin penyambungan kabel dan tali-temali.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8189","OPERATOR MESIN STASIONER YTDL","8 > 81 > 818 > 8189","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN STASIONER YTDL","3","3","ya","operator mesin stasioner ytdl","1024","1025","992","993","lolos_struktur_otomatis_belum_review_manual"
"E02742","2026","8189.01","818901","6","Jabatan","5","2742","8189","OPERATOR MESIN PRODUKSI CIP SILIKON","Operator mesin produksi cip silikon mengatur dan mengawasi mesin yang
memproduksi cip (chip) silikon. Tugasnya meliputi mengoperasikan dan
mengawasi mesin yang digunakan dalam memproduksi chip silikon serta
memastikan produk yang dihasilkan sesuai dengan standar yang diinginkan.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8189","OPERATOR MESIN STASIONER YTDL","8 > 81 > 818 > 8189 > 8189.01","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN STASIONER YTDL > OPERATOR MESIN PRODUKSI CIP SILIKON","0","0","tidak","operator mesin produksi cip silikon","1025","1025","993","993","lolos_struktur_otomatis_belum_review_manual"
"E02743","2026","8189.02","818902","6","Jabatan","5","2743","8189","OPERATOR MESIN PENYAMBUNGAN KABEL DAN TALI TEMALI","Operator mesin penyambungan kabel dan tali-temali mengoperasikan mesin
yang digunakan untuk memotong dan menyambung kabel dan tali-temali.
Tugasnya meliputi menyiapkan mesin pemotong dan penyambung kabel;
mengoperasikan mesin untuk memotong dan menyambung kabel dan tali-temali
sesuai spesifikasi; memantau kualitas sambungan; serta merawat dan
membersihkan mesin.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8189","OPERATOR MESIN STASIONER YTDL","8 > 81 > 818 > 8189 > 8189.02","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN STASIONER YTDL > OPERATOR MESIN PENYAMBUNGAN KABEL DAN TALI TEMALI","0","0","tidak","operator mesin penyambungan kabel dan tali temali","1025","1025","993","993","lolos_struktur_otomatis_belum_review_manual"
"E02744","2026","8189.99","818999","6","Jabatan","5","2744","8189","OPERATOR MESIN STASIONER YTDL LAINNYA","Jabatan ini mencakup operator mesin stasioner YTDL lainnya dari subgolongan
ini.","8","OPERATOR DAN PERAKIT MESIN","81","OPERATOR MESIN STASIONER DAN YBDI","818","OPERATOR MESIN STASIONER LAINNYA","8189","OPERATOR MESIN STASIONER YTDL","8 > 81 > 818 > 8189 > 8189.99","OPERATOR DAN PERAKIT MESIN > OPERATOR MESIN STASIONER DAN YBDI > OPERATOR MESIN STASIONER LAINNYA > OPERATOR MESIN STASIONER YTDL > OPERATOR MESIN STASIONER YTDL LAINNYA","0","0","ya","operator mesin stasioner ytdl lainnya","1025","1025","993","993","lolos_struktur_otomatis_belum_review_manual"
"E02745","2026","82","82","2","Subgolongan pokok","2","2745","8","PERAKIT","Perakit bertugas merakit bagian-bagian pracetak atau komponennya yang
digunakan untuk membentuk barang dan peralatan sesuai dengan prosedur
pemasangan yang ditetapkan. Barang yang dikerjakan mungkin dipindahkan dari
satu pekerja ke pekerja berikutnya sepanjang masih dalam jalur perakitan.
Tugasnya meliputi merakit komponen-komponen menjadi berbagai jenis barang
dan peralatan sesuai dengan prosedur pemasangan yang ditetapkan. Golongan
dalam subgolongan pokok ini diklasifikasikan sebagai berikut
821 perakit mesin.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","","","","","8 > 82","OPERATOR DAN PERAKIT MESIN > PERAKIT","1","22","tidak","perakit","1025","1025","993","993","lolos_struktur_otomatis_belum_review_manual"
"E02746","2026","821","821","3","Golongan","3","2746","82","PERAKIT","Perakit bertugas merakit bagian-bagian pracetak atau komponennya yang
digunakan untuk membentuk barang dan peralatan sesuai dengan prosedur
pemasangan yang ditetapkan. Barang yang dikerjakan mungkin dipindahkan dari
satu pekerja ke pekerja berikutnya sepanjang masih dalam jalur perakitan.
Tugasnya meliputi merakit komponen-komponen menjadi berbagai jenis barang
dan peralatan sesuai dengan prosedur pemasangan yang ditetapkan; meninjau
ulang perintah kerja, rincian, bagan, dan gambar untuk menentukan bahan-
bahan yang diperlukan serta memberikan perintah perakitan; mencatat data
produksi dan cara kerja pada kondisi tertentu; memeriksa dan menguji
komponen yang telah selesai dirakit serta memasang kabel dan sirkuitnya; dan
melakukan penolakan terhadap pemasangan dan komponen yang salah.
Subgolongan dalam golongan ini diklasifikasikan sebagai berikut
8211 perakit mesin mekanik;
8212 perakit peralatan listrik dan elektronik; dan
8219 perakit YTDL.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","","","8 > 82 > 821","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT","3","22","tidak","perakit","1025","1026","993","994","lolos_struktur_otomatis_belum_review_manual"
"E02747","2026","8211","8211","4","Subgolongan","4","2747","821","PERAKIT MESIN MEKANIK","Perakit mesin mekanik bertugas merakit sesuai dengan prosedur pemasangan
yang ditetapkan, serta merakit bagian-bagian komponen dari mesin mekanik
seperti mesin-mesin kendaraan bermotor, mesin turbin, dan mesin pesawat.
Tugasnya meliputi merakit dan memasang bagian-bagian pracetak atau
komponennya yang digunakan untuk membentuk barang, merakit mesin
mekanik, serta merakit mesin dan kendaraan bermotor; meninjau ulang perintah
kerja, rincian, bagan, dan gambar untuk menentukan bahan-bahan yang
diperlukan serta memberikan perintah perakitan; mencatat data produksi dan
cara kerja pada kondisi tertentu; memeriksa dan menguji komponen yang telah
selesai dirakit; dan melakukan penolakan/pembatalan terhadap pemasangan
dan komponen yang salah. Contoh jabatan yang diklasifikasikan di sini
- perakit gearbox;
- perakit mesin penggerak;
- pemasang/penginstalasi mesin penggerak;
- perakit kendaraan;
- bench fitter;
- perakit pesawat terbang; dan
- perakit turbin.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK","8","8","tidak","perakit mesin mekanik","1026","1026","994","994","lolos_struktur_otomatis_belum_review_manual"
"E02748","2026","8211.01","821101","6","Jabatan","5","2748","8211","PERAKIT GEARBOX","Perakit gearbox bertugas memasang komponen dan bagian dari gearbox sesuai
dengan prosedur yang telah ditentukan. Tugasnya meliputi merakit bagian-
bagian pracetak atau komponennya yang digunakan untuk membentuk gearbox;
meninjau ulang perintah kerja, rincian, bagan, dan gambar untuk menentukan
bahan-bahan yang diperlukan serta memberikan perintah perakitan; mencatat
data produksi dan cara kerja pada kondisi tertentu; memeriksa dan menguji
komponen yang telah selesai dirakit; dan melakukan penolakan/pembatalan
terhadap pemasangan dan komponen yang salah.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.01","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PERAKIT GEARBOX","0","0","tidak","perakit gearbox","1026","1027","994","995","lolos_struktur_otomatis_belum_review_manual"
"E02749","2026","8211.02","821102","6","Jabatan","5","2749","8211","PERAKIT MESIN PENGGERAK","Perakit mesin penggerak bertugas memasang komponen mesin penggerak
sesuai dengan prosedur yang telah ditentukan. Tugasnya meliputi memasang
komponen atau bagian dari mekanik mesin menurut prosedur yang ditetapkan
secara saksama. Dapat pula mengerjakan tugas yang sejenis dan menyelia para
pekerja lain.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.02","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PERAKIT MESIN PENGGERAK","0","0","tidak","perakit mesin penggerak","1027","1027","995","995","lolos_struktur_otomatis_belum_review_manual"
"E02750","2026","8211.03","821103","6","Jabatan","5","2750","8211","PEMASANG/PENGINSTALASI MESIN PENGGERAK","Pemasang/penginstalasi mesin penggerak bertugas memasang dan mengatur
konfigurasi mesin penggerak pada rangka mesin dan menyambungkannya
dengan komponen-komponen lain dengan prosedur yang telah ditentukan.
Tugasnya meliputi memasang mesin penggerak pada rangka mesin
menggunakan jig dan fixture; mengatur konfigurasi dan penyelarasan (alignment)
mesin; menyambung mesin dengan komponen lain seperti transmisi, sistem
bahan bakar, dan sistem pendingin; dan menguji fungsi mesin setelah
pemasangan.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.03","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PEMASANG/PENGINSTALASI MESIN PENGGERAK","0","0","tidak","pemasang penginstalasi mesin penggerak","1027","1027","995","995","lolos_struktur_otomatis_belum_review_manual"
"E02751","2026","8211.04","821104","6","Jabatan","5","2751","8211","PERAKIT KENDARAAN","Perakit kendaraan bertugas memasang komponen dan bagian dari kendaraan
seperti rangka, ban, gearbox, dan mesin penggerak dengan prosedur yang telah
ditentukan. Tugasnya meliputi memasang rangka dan bodi kendaraan pada jalur
perakitan (assembly line); memasang roda, ban, dan sistem suspensi; memasang
gearbox, mesin penggerak, dan sistem transmisi; menyambung sistem kelistrikan
dan bahan bakar; memeriksa dan menguji komponen yang telah dirakit; dan
mencatat hasil pemeriksaan.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.04","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PERAKIT KENDARAAN","0","0","tidak","perakit kendaraan","1027","1027","995","995","lolos_struktur_otomatis_belum_review_manual"
"E02752","2026","8211.05","821105","6","Jabatan","5","2752","8211","BENCH FITTER","Bench fitter bertugas mengatur kesesuaian dan keseimbangan antarkomponen
pada kendaraan untuk mendapatkan tenaga, kecepatan, dan kekuatan
mengangkut muatan yang diinginkan. Tugasnya meliputi memeriksa kesesuaian
dimensi antarkomponen kendaraan; menyetel dan menyeimbangkan komponen
penggerak; menguji kinerja kendaraan setelah penyetelan; dan mencatat hasil
penyetelan.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.05","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > BENCH FITTER","0","0","tidak","bench fitter","1027","1028","995","996","lolos_struktur_otomatis_belum_review_manual"
"E02753","2026","8211.06","821106","6","Jabatan","5","2753","8211","PERAKIT PESAWAT TERBANG","Perakit pesawat terbang bertugas merakit dan mendirikan kerangka dan bagian
lain dari logam pada bangunan kapal atau pesawat. Tugasnya meliputi menandai
bagian struktur menurut gambar dan spesifikasi lainnya sebagai petunjuk untuk
perakitan dan pendirian; mengecek bagian struktur pada posisinya, memastikan
penggabungan yang tepat; dan menempatkan bagian struktur pada posisinya
untuk dilas atau dipaku. Dapat membuat panel untuk bagian-bagian yang
memiliki bentuk khusus.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.06","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PERAKIT PESAWAT TERBANG","0","0","tidak","perakit pesawat terbang","1028","1028","996","996","lolos_struktur_otomatis_belum_review_manual"
"E02754","2026","8211.07","821107","6","Jabatan","5","2754","8211","PERAKIT TURBIN","Perakit turbin memasang komponen turbin sesuai prosedur pemasangan yang
ditetapkan guna menghasilkan turbin yang berfungsi andal dan aman sesuai
prinsip K3. Tugasnya meliputi memasang sudu (blade), poros, dan rumah turbin;
menyetel keseimbangan dinamis turbin; menyambung turbin dengan sistem
pendukung—pelumasan, pendinginan, dan kendali; menguji fungsi turbin
setelah perakitan; dan mencatat hasil pengujian.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.07","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PERAKIT TURBIN","0","0","tidak","perakit turbin","1028","1028","996","996","lolos_struktur_otomatis_belum_review_manual"
"E02755","2026","8211.99","821199","6","Jabatan","5","2755","8211","PERAKIT MESIN MEKANIK LAINNYA","Jabatan ini mencakup perakit mesin mekanik lainnya dari subgolongan ini.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8211","PERAKIT MESIN MEKANIK","8 > 82 > 821 > 8211 > 8211.99","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT MESIN MEKANIK > PERAKIT MESIN MEKANIK LAINNYA","0","0","ya","perakit mesin mekanik lainnya","1028","1028","996","996","lolos_struktur_otomatis_belum_review_manual"
"E02756","2026","8212","8212","4","Subgolongan","4","2756","821","PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK","Perakit peralatan listrik dan elektronik bertugas merakit atau memodifikasi,
sesuai prosedur pemasangan yang ditetapkan, komponen listrik serta peralatan
elektromekanik dan elektronik. Tugasnya meliputi merakit bagian-bagian
komponen dan sistem kelistrikan serta elektronik, dan menempatkan,
menyelaraskan, serta mengencangkan unit untuk dijadikan rakitan, subrakitan,
atau kerangka dengan menggunakan peralatan tangan atau tenaga mesin,
solder, dan las mikro; meninjau ulang perintah kerja, rincian, bagan, dan gambar
untuk menentukan bahan-bahan yang diperlukan serta memberikan perintah
perakitan; mencatat data produksi dan cara kerja pada kondisi tertentu;
mengoperasikan mesin pembuat kawat gulungan menjadi kumparan kawat yang
digunakan dalam peralatan dan komponen kelistrikan seperti
transformator/trafo, kawat dinamo, motor listrik, dan generator; dan memeriksa
serta menguji komponen yang telah selesai dirakit, memasang kabel dan sirkuit-
sirkuitnya, serta melakukan penolakan/pembatalan terhadap pemasangan
komponen yang salah. Contoh jabatan yang diklasifikasikan di sini - perakit
peralatan elektronik; - perakit peralatan listrik; - merakit peralatan
elektromekanik; dan - pembuat papan sirkuit elektronik.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8212","PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK","8 > 82 > 821 > 8212","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK","4","4","tidak","perakit peralatan listrik dan elektronik","1028","1029","996","997","lolos_struktur_otomatis_belum_review_manual"
"E02757","2026","8212.01","821201","6","Jabatan","5","2757","8212","PERAKIT PERALATAN ELEKTRONIK","Perakit peralatan elektronik bertugas merakit berbagai komponen seperti
transistor, kapasitor, LED, IC, dan/atau komponen lainnya sesuai dengan
prosedur yang telah ditetapkan sehingga membentuk suatu peralatan yang
bekerja dengan tegangan rendah. Tugasnya meliputi memasang komponen atau
bagian dari peralatan elektronik menurut prosedur yang ditetapkan secara
saksama; menguji aliran elektrik pada sirkuit; dan memverifikasi komponen
elektronik yang sudah terpasang serta menggantinya apabila terjadi kesalahan
fungsi. Dapat mengerjakan tugas yang sejenis dan menyelia pekerja lainnya.","8","OPERATOR DAN PERAKIT MESIN","82","PERAKIT","821","PERAKIT","8212","PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK","8 > 82 > 821 > 8212 > 8212.01","OPERATOR DAN PERAKIT MESIN > PERAKIT > PERAKIT > PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK > PERAKIT PERALATAN ELEKTRONIK","0","0","tidak","perakit peralatan elektronik","1029","1029","997","997","lolos_struktur_otomatis_belum_review_manual"
